_;kapitola;_;financni_misto;_;zdroj;_;pvs;paragraf;akce;_;rozpoctova_polozka;castka
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5167;Služby školení a vzdělávání;220 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5169;Nákup ostatních služeb;10 000 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5171;Opravy a udržování;1 800 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5172;Programové vybavení;20 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);900 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5175;Pohoštění;40 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);30 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5194;Věcné dary;5 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;1 423 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;70 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;1 000 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5909;Ostatní neinvestiční výdaje jinde nezařazené;10 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;Výsledek;;230 856 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;1100000;SR – základní;5010010011;Výsledek;;;;;233 901 000
346;Český úřad zeměměřický a katastrální;3460007;Katastrální úřad pro Jihomoravský kraj;Výsledek;;;;;;;;233 901 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;4 104 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1 026 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;370 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5132;Ochranné pomůcky;2 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;8 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;27 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;41 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;59 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5161;Služby pošt;22 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5163;Služby peněžních ústavů;7 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5167;Služby školení a vzdělávání;13 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5169;Nákup ostatních služeb;78 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5171;Opravy a udržování;25 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);40 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5175;Pohoštění;2 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);10 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;42 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;2 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;40 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;Výsledek;;5 918 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;1100000;SR – základní;5010010011;Výsledek;;;;;5 918 000
346;Český úřad zeměměřický a katastrální;3460008;Zeměměřický a katastrální inspektorát v Opavě;Výsledek;;;;;;;;5 918 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V011000508;KÚ pro Moravskoslezský kraj - Multifunkční zařízení;6125;Výpočetní technika;543 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V011000508;KÚ pro Moravskoslezský kraj - Multifunkční zařízení;Výsledek;;543 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000107;KÚ pro Moravskoslezský kraj - Dopravní technika;6123;Dopravní prostředky;800 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000107;KÚ pro Moravskoslezský kraj - Dopravní technika;Výsledek;;800 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000233;KÚ pro Moravskoslezský kraj - Frankovací stroj;6122;Stroje, přístroje a zařízení;160 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000233;KÚ pro Moravskoslezský kraj - Frankovací stroj;Výsledek;;160 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000307;KÚ pro Moravskoslezský kraj - Měřická technika;6122;Stroje, přístroje a zařízení;300 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000307;KÚ pro Moravskoslezský kraj - Měřická technika;Výsledek;;300 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000528;KÚ pro Moravskoslezský kraj - Požární signalizace;6122;Stroje, přístroje a zařízení;200 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000528;KÚ pro Moravskoslezský kraj - Požární signalizace;Výsledek;;200 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000571;KP Frýdek-Místek - Pořízení kotelny;6121;Budovy, haly a stavby;243 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;046V013000571;KP Frýdek-Místek - Pořízení kotelny;Výsledek;;243 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;106 417 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5024;Odstupné;238 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;26 664 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;9 599 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5131;Potraviny;3 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5132;Ochranné pomůcky;70 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;4 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;75 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;410 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;1 727 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5151;Studená voda;480 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5152;Teplo;2 100 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5153;Plyn;1 000 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5154;Elektrická energie;2 700 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;750 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5159;Nákup ostatních paliv a energie;3 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5161;Služby pošt;9 800 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;370 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5163;Služby peněžních ústavů;85 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5164;Nájemné;742 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5166;Konzultační, poradenské a právní služby;5 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5167;Služby školení a vzdělávání;140 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5169;Nákup ostatních služeb;5 355 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5171;Opravy a udržování;1 705 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5172;Programové vybavení;50 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);750 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5175;Pohoštění;10 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);25 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5194;Věcné dary;5 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;1 067 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;36 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;500 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;Výsledek;;172 885 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;1100000;SR – základní;5010010011;Výsledek;;;;;175 131 000
346;Český úřad zeměměřický a katastrální;3460009;Katastrální úřad pro Moravskoslezský kraj;Výsledek;;;;;;;;175 131 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;3 984 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;996 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;359 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;15 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;40 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;50 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;65 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5161;Služby pošt;18 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;6 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5163;Služby peněžních ústavů;20 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5167;Služby školení a vzdělávání;30 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5169;Nákup ostatních služeb;60 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5171;Opravy a udržování;20 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);40 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5175;Pohoštění;1 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);10 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;40 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;2 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;30 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;Výsledek;;5 786 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;1100000;SR – základní;5010010011;Výsledek;;;;;5 786 000
346;Český úřad zeměměřický a katastrální;3460010;Zeměměřický a katastrální inspektorát v Liberci;Výsledek;;;;;;;;5 786 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;046V012000120;ZKI v Brně - Dopravní technika;6123;Dopravní prostředky;350 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;046V012000120;ZKI v Brně - Dopravní technika;Výsledek;;350 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;6 436 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1 609 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;580 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5132;Ochranné pomůcky;6 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;1 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;10 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;20 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;90 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;100 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5161;Služby pošt;50 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5163;Služby peněžních ústavů;7 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5167;Služby školení a vzdělávání;80 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5169;Nákup ostatních služeb;105 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5171;Opravy a udržování;46 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);60 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5175;Pohoštění;1 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);26 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;65 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;4 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;30 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;Výsledek;;9 326 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;1100000;SR – základní;5010010011;Výsledek;;;;;9 676 000
346;Český úřad zeměměřický a katastrální;3460011;Zeměměřický a katastrální inspektorát v Brně;Výsledek;;;;;;;;9 676 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;3 755 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;939 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;338 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;1 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;3 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;20 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;42 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;65 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5161;Služby pošt;24 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;1 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5163;Služby peněžních ústavů;8 000
346;Český úřad zeměměřický a katastrální;3460012;Zeměměřický a katastrální inspektorát v Plzni;1100000;SR – základní;5010010011;256300;#;Nepřiřazeno;5167;Služby školení a vzdělávání;38 000
