kapitola;financni_misto;akce;rozpoctova_polozka;castka
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1.0185175E8
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;3.666663E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Mzdové náhrady;2500000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Knihy, učební pomůcky a tisk;170000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;8500000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Nákup materiálu jinde nezařazený;1.598E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Studená voda;2000000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Teplo;2000000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Plyn;4000000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Elektrická energie;1.3E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Pevná paliva;100000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Pohonné hmoty a maziva;1.1E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Teplá voda;500000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Služby pošt;2.0E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Služby telekomunikací a radiokomunikací;1.59E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Služby peněžních ústavů;3466863.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Nájemné;6500000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Nájemné za půdu;1.0E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Konzultační, poradenské a právní služby;7.015E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Služby školení a vzdělávání;1.07E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Nákup ostatních služeb;8.45713137E8
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Opravy a udržování;1.867E8
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Programové vybavení;2900000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Cestovné (tuzemské i zahraniční);150000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Pohoštění;220000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Účastnické poplatky na konference;400000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);6.205E7
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;4034070.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;400000.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Náhrady mezd v době nemoci;5000000.0
Ministerstvo zemědělství;Státní pozemkový úřad;OSS SPÚ- projekt OPŽP: CHKO Český les-revitalizace rybníků (;Budovy, haly a stavby;106213.0
Ministerstvo zemědělství;Státní pozemkový úřad;OSS SPÚ-projekt OPŽP: CHKO Broumovsko-revitalizace rybníků (;Budovy, haly a stavby;8718349.0
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Nákup ostatních služeb;2.04E8
Ministerstvo zemědělství;Státní pozemkový úřad;Nepřiřazeno;Budovy, haly a stavby;7.0E8
Ministerstvo zemědělství;Státní pozemkový úřad;OSS SPÚ- projekt OPŽP: CHKO Český les-revitalizace rybníků (;Budovy, haly a stavby;197252.0
Ministerstvo zemědělství;Státní pozemkový úřad;OSS SPÚ-projekt OPŽP: CHKO Broumovsko-revitalizace rybníků (;Budovy, haly a stavby;1.6191219E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;AMU - Generální rekonstrukce a oprava objektu Tržiště 20;Neinvestiční transfery vysokým školám;3940000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;AMU - Generální rekonstrukce a oprava objektu Tržiště 20;Investiční transfery vysokým školám;1.8826E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;AMU - Vestavba do půdního prostoru - trakt Řetězová - DAMU;Investiční transfery vysokým školám;1.443E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;ČZU - Přestavba a modernizace pavilonů A a B Fakulty agrobio;Investiční transfery vysokým školám;5.0E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;ČZU - Mezifakultní centrum environmentálních věd - 2. část;Investiční transfery vysokým školám;1.7E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;ČZU - Centrum ekonomicko-manažerských studií - 2. část;Investiční transfery vysokým školám;4.0E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UK - Výstavba Kampusu Albertov - přípravné práce - demolice;Investiční transfery vysokým školám;3300000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UK - 1. LF - Rekonstrukce Ústavu soudního lékařství a toxiko;Neinvestiční transfery vysokým školám;376726.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UK - 1. LF - Rekonstrukce Ústavu soudního lékařství a toxiko;Investiční transfery vysokým školám;3.5253097E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UK - 2.LF - Dostavba areálu Plzeňská 3. etapa;Investiční transfery vysokým školám;1.747E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠE - Kotelna ve výukovém objektu na Jižním Městě;Investiční transfery vysokým školám;1.6002E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠE - Evakuační výtah Stará budova;Investiční transfery vysokým školám;8480000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠCHT - Rekonstrukce velké posluchárny A I. - 2013;Investiční transfery vysokým školám;1.805E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;MU # Rekonstrukce a dostavba historického areálu Filozofické;Investiční transfery vysokým školám;1.11265E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;MU # Rozšíření a rekonstrukce knihovny Právnické fakulty, Ve;Investiční transfery vysokým školám;3.8E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;MENDELU - Revitalizace objektu Z;Investiční transfery vysokým školám;2.528E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;MENDELU - Rekonstrukce výukových, laboratorních a administra;Investiční transfery vysokým školám;1.8193E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VFU - Rekonstrukce, dostavba a přístavba objektu č. 32;Neinvestiční transfery vysokým školám;796583.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VFU - Rekonstrukce, dostavba a přístavba objektu č. 32;Investiční transfery vysokým školám;1.09933318E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;OU - Stavební úpravy objektu S, dílčí část E, ul. Fráni Šrám;Neinvestiční transfery vysokým školám;1900000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;OU - Stavební úpravy objektu S, dílčí část E, ul. Fráni Šrám;Investiční transfery vysokým školám;6700000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠB-TUO # Rekonstrukce budovy D a její zateplení, II. etapa;Investiční transfery vysokým školám;1800000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠB-TUO # Rekonstrukce budovy F a její zateplení;Investiční transfery vysokým školám;1.13E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠB-TUO # Rekonstrukce budovy Geologického pavilonu a jeho z;Investiční transfery vysokým školám;5045000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠB-TUO # Rekonstrukce oken Nové knihovny a její zateplení;Investiční transfery vysokým školám;2.2E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;SU - Rekonstrukce a přístavba objektu BN 14, Opava - realiza;Neinvestiční transfery vysokým školám;7303000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;SU - Rekonstrukce a přístavba objektu BN 14, Opava - realiza;Investiční transfery vysokým školám;1.96163E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;SU - Stavební úpravy a přístavba objektu Hauerova 4, Opava;Investiční transfery vysokým školám;4.5925E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UPOL - Rekonstrukce části objektu CMTF Univerzitní 22 a Na H;Investiční transfery vysokým školám;1.6922E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UPOL - Rekonstrukce objektu Křížkovského 10, Olomouc;Investiční transfery vysokým školám;1.10323E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UHK - Oprava vnějšího pláště  budov B a C, náměstí Svobody;Neinvestiční transfery vysokým školám;1.8797E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UHK - Objekt C - lokalita Na Soutoku;Neinvestiční transfery vysokým školám;420475.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;UHK - Objekt C - lokalita Na Soutoku;Investiční transfery vysokým školám;1.0619E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;VŠPJ - Výstavba výukového centra;Investiční transfery vysokým školám;4.536E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - Podpora rozvoje a obnovy VVŠ 2011 - 2015;Investiční transfery vysokým školám;6.67151746E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;JU - PF - Výstavba posluchárny nad tělocvičnou Dukelská;Neinvestiční transfery vysokým školám;634055.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;ZU - STRADI - Strategická dislokace ZČU - FZS, FEK;Investiční transfery vysokým školám;5.0E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;1.9007272E10
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Investiční transfery vysokým školám;5.5E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;2.0E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;4.894675E9
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;1.6826E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;1.69053E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;1.165308E9
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;4.02472E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;2.041E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní neinvestiční transfery neziskovým a podobným organiz;9.0645E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery mezinárodním organizacím;5.320641E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní osobní výdaje;8770000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;270000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;96000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby peněžních ústavů;10000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;3916000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Cestovné (tuzemské i zahraniční);11000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.05874E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery veřejným výzkumným institucím;8847000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Dary obyvatelstvu;477000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelskýmsubjektům-f;4300000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;3.36433E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;2.5755E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery občanským sdružením;2000000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní neinvestiční transfery neziskovým a podobným organiz;3.78E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.38288E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery veřejným výzkumným institucím;1.96679E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery zřízeným příspěvkovým organizacím;7.7782E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční  transfery cizím příspěvkovým organizacím;4.2E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní investiční transfery podnikatelským subjektům;1.33E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní investiční transfery neziskovým a podobným organizac;340000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Investiční transfery zřízeným příspěvkovým organizacím;8.046E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Investiční transfery veřejným výzkumným institucím;4.04E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Investiční transfery ostatním příspěvkovým organizacím;5500000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní neinvestiční transfery neziskovým a podobným organiz;4.3653E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery veřejným výzkumným institucím;3.26628E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční  transfery cizím příspěvkovým organizacím;2.2992E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;5.6517E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;9600000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;2.12819E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;7.4235E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;3.0723E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.04441E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.6645E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.7613E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;3.682E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.8646E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;3.8819E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;5.3037E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;3537000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;4088000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;4.3903E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;5.9803E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.0709E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;2.6083E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obcím;9.653901E9
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery krajům;7.2095534E10
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;7.9433E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;1.1212E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.5955E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2.44289E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.75254E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2.7461E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;9.03613E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;3.49195E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;140000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.9625E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;8891000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;6.0633E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.83755E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;708000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - Podpora rozvoje a obnovy RGŠ 2011 - 2015;Neinvestiční transfery zřízeným příspěvkovým organizacím;1.0E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - Podpora rozvoje a obnovy RGŠ 2011 - 2015;Investiční transfery zřízeným příspěvkovým organizacím;8.1E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.33146E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;2040000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;80000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery občanským sdružením;1.47903E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obcím;1534000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery krajům;2.5562E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2665000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;1095000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Investiční transfery občanským sdružením;2.5194E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních paliv a energie;500000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;9410000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery občanským sdružením;6.91509E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2.67241E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - Podpora rozvoje a modernizace v oblasti sportu 2011 - 20;Investiční transfery občanským sdružením;9.201E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery občanským sdružením;9.97524E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - MŠMTa ČŠI,  pořízení, obnova a provozování ICT 2013-2015;Výpočetní technika;1.8E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;MŠMT - Výtah Rohanský palác;Budovy, haly a stavby;1000000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - MŠMTa ČŠI,  výstavba a modernizace 2004 - 2013;Budovy, haly a stavby;6800000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;1.877822E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní osobní výdaje;3904000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Platy představitelů státní moci a některých orgánů;1281000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;4.819555E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;1.7590118E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ochranné pomůcky;40000.0
