kapitola;financni_misto;akce;rozpoctova_polozka;castka
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Léky a zdravotnický materiál;15000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Knihy, učební pomůcky a tisk;430000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;1200000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup materiálu jinde nezařazený;2274000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Kursové rozdíly ve výdajích;165000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Studená voda;2000000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Plyn;3750000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Elektrická energie;3300000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Pohonné hmoty a maziva;3250000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby pošt;1000000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby telekomunikací a radiokomunikací;2200000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby peněžních ústavů;1000000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nájemné;960000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Konzultační, poradenské a právní služby;950000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby školení a vzdělávání;2200000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;3.5801E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Opravy a udržování;4950000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Programové vybavení;200000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Cestovné (tuzemské i zahraniční);1.2005E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Pohoštění;895000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Účastnické poplatky na konference;95000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní nákupy jinde nezařazené;494000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);200000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Věcné dary;606000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Odvody za neplnění povinnosti zaměstnávat zdravotně postižen;150000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Náhrady a příspěvky související s výkonem ústavní funkce a f;250000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;1876902.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;60000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Náhrady mezd v době nemoci;700000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní neinvestiční výdaje jinde nezařazené;10000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;289000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2635000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.5029E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.9873E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - NRPM zajištění národního rozvojového programu mobility 2;Investiční transfery obcím;1.0E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;A - OPŘO, modernizace, nové investice, rekonstrukce 2004 - 2;Investiční transfery zřízeným příspěvkovým organizacím;2.6713E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní osobní výdaje;6865000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;934000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;338000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Knihy, učební pomůcky a tisk;114000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup materiálu jinde nezařazený;56000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby pošt;15000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby peněžních ústavů;9000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nájemné;483000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Konzultační, poradenské a právní služby;391000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby školení a vzdělávání;23000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Služby zpracování dat;1.1392E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;1.7324E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Cestovné (tuzemské i zahraniční);518000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Pohoštění;732000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Věcné dary;110000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelskýmsubjektům-f;1987000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery nefinančním podnikatelským subjektům-;2786000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obecně prospěšným společnostem;500000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery občanským sdružením;1700000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery církvím a náboženským společnostem;282000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obcím;586000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery krajům;2458000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;4.8410078E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;4024000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery veřejným výzkumným institucím;2000000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup kolků;20000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Stipendia žákům, studentům a doktorandům;1846000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery obyvatelstvu nemající charakter daru;75000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery mezinárodním organizacím;6002000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Peněžní dary do zahraničí;786000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní neinvestiční transfery do zahraničí;3089000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.29855E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;NPMK JAK - Valdštejnská 18 a 20, Praha 1 - rekonstrukce příz;Investiční transfery zřízeným příspěvkovým organizacím;1.3487E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;2.8413E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.2196E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;8134000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;100000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;350000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;1.1955E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;1.539E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní osobní výdaje;9150000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;6136750.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;2208870.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;3457450.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery vysokým školám;2.4805E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;131930.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Náhrady mezd v době nemoci;981000.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Investiční transfery vysokým školám;1.3441E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery krajům;1.59361E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;1.9362E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Ostatní osobní výdaje;1.3331E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;8413500.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;3028700.0
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Nákup ostatních služeb;1.775E7
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční transfery krajům;7.8037101E8
Ministerstvo školství, mládeže a tělovýchovy;Ministerstvo školství, mládeže a tělovýchovy;Nepřiřazeno;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;1.753185E8
